"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] PB_20x_pos_080921_037,[Mass] Plasma_01_20x_pos_080921_20,[Mass] Plasma_02_20x_pos_080921_22,[Mass] Plasma_03_20x_pos_080921_031,[Mass] Plasma_04_20x_pos_080921_025,[Mass] Plasma_05_20x_pos_080921_032,[Mass] Plasma_06_20x_pos_080921_028,[Mass] Plasma_07_20x_pos_080921_19,[Mass] Plasma_08_20x_pos_080921_033,[Mass] Plasma_09_20x_pos_080921_026,[Mass] Plasma_10_20x_pos_080921_21,[Mass] Plasma_11_20x_pos_080921_027,[Mass] Plasma_12_20x_pos_080921_034,[RT] PB_20x_pos_080921_037,[RT] Plasma_01_20x_pos_080921_20,[RT] Plasma_02_20x_pos_080921_22,[RT] Plasma_03_20x_pos_080921_031,[RT] Plasma_04_20x_pos_080921_025,[RT] Plasma_05_20x_pos_080921_032,[RT] Plasma_06_20x_pos_080921_028,[RT] Plasma_07_20x_pos_080921_19,[RT] Plasma_08_20x_pos_080921_033,[RT] Plasma_09_20x_pos_080921_026,[RT] Plasma_10_20x_pos_080921_21,[RT] Plasma_11_20x_pos_080921_027,[RT] Plasma_12_20x_pos_080921_034,[Height] PB_20x_pos_080921_037,[Height] Plasma_01_20x_pos_080921_20,[Height] Plasma_02_20x_pos_080921_22,[Height] Plasma_03_20x_pos_080921_031,[Height] Plasma_04_20x_pos_080921_025,[Height] Plasma_05_20x_pos_080921_032,[Height] Plasma_06_20x_pos_080921_028,[Height] Plasma_07_20x_pos_080921_19,[Height] Plasma_08_20x_pos_080921_033,[Height] Plasma_09_20x_pos_080921_026,[Height] Plasma_10_20x_pos_080921_21,[Height] Plasma_11_20x_pos_080921_027,[Height] Plasma_12_20x_pos_080921_034,[Score (MFE)] PB_20x_pos_080921_037,[Score (MFE)] Plasma_01_20x_pos_080921_20,[Score (MFE)] Plasma_02_20x_pos_080921_22,[Score (MFE)] Plasma_03_20x_pos_080921_031,[Score (MFE)] Plasma_04_20x_pos_080921_025,[Score (MFE)] Plasma_05_20x_pos_080921_032,[Score (MFE)] Plasma_06_20x_pos_080921_028,[Score (MFE)] Plasma_07_20x_pos_080921_19,[Score (MFE)] Plasma_08_20x_pos_080921_033,[Score (MFE)] Plasma_09_20x_pos_080921_026,[Score (MFE)] Plasma_10_20x_pos_080921_21,[Score (MFE)] Plasma_11_20x_pos_080921_027,[Score (MFE)] Plasma_12_20x_pos_080921_034,[Score (Tgt)] PB_20x_pos_080921_037,[Score (Tgt)] Plasma_01_20x_pos_080921_20,[Score (Tgt)] Plasma_02_20x_pos_080921_22,[Score (Tgt)] Plasma_03_20x_pos_080921_031,[Score (Tgt)] Plasma_04_20x_pos_080921_025,[Score (Tgt)] Plasma_05_20x_pos_080921_032,[Score (Tgt)] Plasma_06_20x_pos_080921_028,[Score (Tgt)] Plasma_07_20x_pos_080921_19,[Score (Tgt)] Plasma_08_20x_pos_080921_033,[Score (Tgt)] Plasma_09_20x_pos_080921_026,[Score (Tgt)] Plasma_10_20x_pos_080921_21,[Score (Tgt)] Plasma_11_20x_pos_080921_027,[Score (Tgt)] Plasma_12_20x_pos_080921_034,[Ions] PB_20x_pos_080921_037,[Ions] Plasma_01_20x_pos_080921_20,[Ions] Plasma_02_20x_pos_080921_22,[Ions] Plasma_03_20x_pos_080921_031,[Ions] Plasma_04_20x_pos_080921_025,[Ions] Plasma_05_20x_pos_080921_032,[Ions] Plasma_06_20x_pos_080921_028,[Ions] Plasma_07_20x_pos_080921_19,[Ions] Plasma_08_20x_pos_080921_033,[Ions] Plasma_09_20x_pos_080921_026,[Ions] Plasma_10_20x_pos_080921_21,[Ions] Plasma_11_20x_pos_080921_027,[Ions] Plasma_12_20x_pos_080921_034,
TG 56:9,C59 H96 O6,900.7209,0.33,0,12.60,0.015,129561,12,1,99.0,1.4,14,19,,900.7211,900.7212,900.7215,900.7212,900.7206,900.7209,900.7206,900.7208,900.7208,900.7209,900.7209,900.7205,,12.604,12.604,12.598,12.596,12.600,12.599,12.598,12.599,12.598,12.595,12.589,12.592,,123357,191906,228796,214438,100869,96521,119649,41881,108977,149673,55401,123270,,,,,,,,,,,,,,,94.76,97.52,97.36,98.81,98.18,95.93,98.40,96.58,98.47,99.02,98.95,98.88,,14,14,16,16,18,14,17,17,16,17,19,14,
TG 18:0_18:0_18:0,C57 H110 O6,890.8301,0.45,0,14.71,0.061,99170,13,0,99.7,3.2,13,19,890.8300,890.8300,890.8306,890.8305,890.8304,890.8298,890.8299,890.8299,890.8303,890.8298,890.8293,890.8300,890.8309,14.694,14.709,14.713,14.714,14.712,14.706,14.714,14.712,14.716,14.709,14.655,14.716,14.714,55341,74768,129152,85903,96417,97078,92851,130674,100972,92829,124431,108249,100547,,,,,,,,,,,,,,95.53,95.33,99.22,99.32,97.09,98.93,98.37,99.18,98.77,99.67,88.23,96.12,98.46,13,13,17,16,16,16,16,19,17,15,16,13,15,
SM d41:2,C46 H91 N2 O6 P,798.6610,1.14,0,9.72,0.037,58386,13,0,99.7,10.6,3,14,798.6584,798.6610,798.6606,798.6615,798.6621,798.6608,798.6617,798.6607,798.6616,798.6615,798.6613,798.6611,798.6611,9.693,9.714,9.724,9.719,9.716,9.710,9.715,9.718,9.720,9.730,9.714,9.727,9.725,5273,48014,66616,63226,79292,57623,55267,88742,54165,54214,75329,74899,36369,,,,,,,,,,,,,,62.30,95.34,99.19,99.10,98.11,99.39,99.26,99.69,98.99,98.54,98.12,99.10,98.53,3,11,12,12,9,14,10,14,13,11,12,12,12,
PE 16:0_22:6,C43 H74 N O8 P,763.5158,0.95,0,7.46,0.005,5092424,12,1,90.8,2.7,9,14,,763.5164,763.5154,763.5162,763.5152,763.5153,763.5152,763.5160,763.5175,763.5160,763.5154,763.5164,763.5151,,7.460,7.459,7.460,7.456,7.457,7.460,7.460,7.461,7.460,7.460,7.461,7.459,,4444378,4855267,5185581,7312456,4534963,4458481,5376422,4359368,4981141,6232384,5356152,4012496,,,,,,,,,,,,,,,85.63,90.80,89.82,90.60,89.76,89.34,86.53,82.91,89.89,90.12,87.50,89.35,,9,14,12,13,14,12,13,10,14,14,12,11,
TG 56:5,C59 H104 O6,908.7813,1.75,0,14.35,0.066,159312,13,0,97.5,14.4,9,19,908.7787,908.7801,908.7818,908.7833,908.7836,908.7831,908.7831,908.7798,908.7798,908.7815,908.7803,908.7813,908.7806,14.352,14.334,14.300,14.346,14.305,14.292,14.306,14.349,14.358,14.351,14.342,14.353,14.356,18442,136597,198644,186435,300521,162282,95197,178728,107337,198854,205349,121702,160969,,,,,,,,,,,,,,57.20,69.20,95.01,83.62,73.77,97.53,89.15,78.45,71.30,77.15,72.31,84.79,70.26,9,15,17,12,11,16,13,15,17,16,16,19,15,
PC 18:2_20:5,C46 H78 N O8 P,803.5462,1.73,0,6.12,0.072,52895,13,0,99.1,11.4,6,12,803.5416,803.5468,803.5464,803.5464,803.5468,803.5466,803.5468,803.5464,803.5466,803.5466,803.5465,803.5465,803.5467,6.186,6.116,6.120,6.126,6.123,6.124,6.125,6.118,6.122,6.115,6.116,6.122,6.114,1459,35606,54241,59681,77708,47098,60162,65762,47020,71087,68794,60272,38748,,,,,,,,,,,,,,60.39,87.51,96.20,98.08,98.56,94.76,98.17,98.28,86.38,96.86,99.10,97.81,98.01,6,7,8,10,8,10,7,10,9,10,10,12,10,
ACar 14:0,C21 H41 N O4,371.3039,0.65,0,1.54,0.008,33518,12,1,99.8,3.3,4,8,,371.3042,371.3042,371.3039,371.3035,371.3035,371.3042,371.3039,371.3039,371.3039,371.3040,371.3038,371.3039,,1.541,1.542,1.541,1.544,1.539,1.541,1.536,1.536,1.539,1.542,1.543,1.541,,10733,14794,13672,15921,11099,7270,68790,33720,65695,50216,56949,53362,,,,,,,,,,,,,,,94.03,95.75,97.71,99.80,96.43,88.26,98.70,99.09,96.97,99.25,98.66,98.78,,6,6,5,5,4,5,7,6,6,8,7,6,
TG 16:0_18:0_18:0,C55 H106 O6,862.7987,0.24,0,14.63,0.022,93305,13,0,99.5,1.3,14,18,862.7989,862.7985,862.7985,862.7988,862.7985,862.7989,862.7985,862.7984,862.7989,862.7989,862.7985,862.7988,862.7985,14.616,14.630,14.629,14.636,14.634,14.627,14.630,14.634,14.627,14.630,14.627,14.638,14.630,87887,92925,87907,110621,130723,79789,66810,91781,45817,87896,111071,105325,114417,,,,,,,,,,,,,,95.65,99.06,98.87,99.03,98.63,96.99,99.49,95.78,99.15,97.53,99.24,98.99,98.68,15,16,18,18,16,14,17,14,15,17,17,16,16,
PC 14:0_16:0,C38 H76 N O8 P,705.5310,0.40,0,7.42,0.014,144339,12,1,99.6,5.4,7,12,,705.5310,705.5309,705.5313,705.5308,705.5312,705.5306,705.5315,705.5314,705.5308,705.5312,705.5310,705.5309,,7.421,7.414,7.421,7.412,7.423,7.421,7.418,7.422,7.420,7.416,7.422,7.426,,113135,238030,92023,179375,147418,112356,180391,122791,119719,154261,157942,114632,,,,,,,,,,,,,,,86.66,99.62,97.09,98.86,98.57,84.01,98.74,98.98,98.36,98.00,98.85,96.57,,8,11,11,12,9,7,9,9,9,10,11,9,
PC 17:1_18:2,C43 H80 N O8 P,769.5624,0.55,0,7.23,0.029,53323,13,0,99.5,9.5,3,13,769.5612,769.5621,769.5622,769.5627,769.5628,769.5623,769.5624,769.5623,769.5627,769.5625,769.5627,769.5627,769.5623,7.250,7.243,7.236,7.237,7.233,7.234,7.242,7.240,7.221,7.225,7.231,7.232,7.230,5110,33300,38821,67276,68856,52800,59773,87461,46544,69344,57246,48227,58450,,,,,,,,,,,,,,65.81,98.41,99.51,98.99,99.41,97.81,98.71,99.48,97.68,99.11,98.56,99.39,99.03,3,9,12,11,11,10,8,11,10,13,11,11,11,
TG 14:0_18:2_18:2,C53 H94 O6,826.7051,0.20,0,13.04,0.014,111380,13,0,99.8,8.5,7,15,826.7048,826.7051,826.7050,826.7050,826.7049,826.7052,826.7053,826.7050,826.7054,826.7050,826.7051,826.7051,826.7051,13.044,13.034,13.033,13.039,13.037,13.036,13.034,13.039,13.045,13.033,13.041,13.047,13.038,4338,70236,111075,164275,260246,66346,70540,133651,50608,148265,189246,72167,106949,,,,,,,,,,,,,,69.50,96.61,98.92,99.68,99.75,98.43,98.09,99.16,95.67,99.36,99.47,99.44,99.70,7,10,13,14,13,14,15,13,13,14,12,11,14,
PE 18:0_20:4,C43 H78 N O8 P,767.5465,0.59,0,8.58,0.034,6663978,13,0,94.1,7.7,6,14,767.5466,767.5465,767.5468,767.5462,767.5461,767.5478,767.5462,767.5465,767.5462,767.5469,767.5466,767.5463,767.5462,8.553,8.583,8.581,8.582,8.578,8.583,8.584,8.579,8.583,8.586,8.581,8.583,8.581,5503,5412810,8554265,6526384,8320233,7593728,5944165,7722655,5800066,7798447,8177766,7324656,7451040,,,,,,,,,,,,,,68.24,92.75,94.07,93.96,93.77,89.58,93.92,91.66,87.79,92.85,91.95,94.13,89.77,6,11,13,11,11,9,8,9,11,10,14,8,10,
PC 20:0_22:6,C50 H88 N O8 P,861.6247,0.55,0,9.00,0.026,60292,13,0,98.3,10.9,6,17,861.6234,861.6249,861.6250,861.6252,861.6248,861.6246,861.6251,861.6247,861.6246,861.6249,861.6246,861.6254,861.6246,9.014,9.006,9.005,8.988,8.996,9.002,9.000,8.997,9.000,8.999,8.994,8.996,9.005,2523,51334,65451,64313,91942,57629,56219,66739,30001,77518,96315,77259,46563,,,,,,,,,,,,,,60.63,95.59,96.37,98.14,95.27,98.06,97.98,96.15,90.60,98.26,97.88,97.45,98.10,6,12,11,14,13,12,9,12,12,17,15,15,16,
TG 17:0_18:1_18:2,C56 H102 O6,870.7677,0.32,0,14.24,0.012,107084,12,1,99.2,1.3,13,18,,870.7680,870.7676,870.7678,870.7676,870.7672,870.7674,870.7674,870.7681,870.7681,870.7678,870.7674,870.7678,,14.240,14.239,14.245,14.238,14.248,14.239,14.238,14.235,14.239,14.242,14.236,14.244,,88051,114231,148373,229347,68681,60831,99863,18166,157930,129400,64531,105604,,,,,,,,,,,,,,,98.72,98.24,99.11,99.03,97.83,95.22,99.21,97.52,98.16,97.95,96.34,96.65,,15,17,18,13,15,13,15,16,15,17,16,16,
LPC 17:0/0:0,C25 H52 N O7 P,509.3484,1.61,0,3.08,0.006,42471,13,0,99.6,9.7,4,13,509.3459,509.3483,509.3481,509.3491,509.3487,509.3486,509.3482,509.3485,509.3484,509.3491,509.3487,509.3488,509.3488,3.081,3.075,3.075,3.075,3.078,3.079,3.076,3.077,3.081,3.080,3.077,3.077,3.076,2741,31106,48304,46296,69208,51587,45123,52145,32164,47161,52673,44192,29433,,,,,,,,,,,,,,65.06,98.98,99.64,98.78,98.34,99.63,98.54,97.24,99.33,98.53,98.01,99.28,98.32,4,6,10,10,13,8,8,9,7,7,8,9,9,
TG 16:1_18:2_22:6,C59 H96 O6,900.7209,0.32,0,12.60,0.015,136581,12,1,99.3,1.3,14,19,,900.7211,900.7212,900.7215,900.7211,900.7206,900.7209,900.7206,900.7208,900.7208,900.7209,900.7209,900.7206,,12.604,12.604,12.598,12.596,12.600,12.599,12.598,12.599,12.598,12.595,12.589,12.592,,123357,191906,229894,313296,100869,96521,103313,41881,108977,149673,55401,123887,,,,,,,,,,,,,,,95.26,98.00,97.74,98.84,98.61,96.34,98.78,96.98,98.85,99.34,99.17,99.21,,14,14,16,15,18,14,17,17,16,17,19,14,
SM d39:1,C44 H89 N2 O6 P,772.6458,0.39,0,9.83,0.057,51844,13,0,97.9,9.3,6,12,772.6452,772.6460,772.6461,772.6461,772.6457,772.6457,772.6456,772.6455,772.6463,772.6458,772.6457,772.6460,772.6459,9.865,9.826,9.842,9.808,9.816,9.816,9.843,9.829,9.848,9.819,9.814,9.827,9.836,5071,31998,65289,50749,62515,53861,42250,71788,33963,62343,72556,69155,52435,,,,,,,,,,,,,,64.72,94.94,94.63,95.27,97.36,96.32,93.32,92.22,90.76,97.87,95.76,96.83,95.19,6,9,9,11,11,9,11,10,10,12,11,10,9,
PC 20:1_22:6,C50 H86 N O8 P,859.6086,1.76,0,8.08,0.089,96619,13,0,99.0,13.1,8,15,859.6037,859.6088,859.6090,859.6093,859.6094,859.6091,859.6084,859.6097,859.6092,859.6088,859.6089,859.6087,859.6095,8.169,8.080,8.084,8.090,8.081,8.087,8.085,8.082,8.080,8.090,8.085,8.086,8.090,11304,64189,137557,78151,145241,100475,68825,126355,52199,118133,138895,120292,94438,,,,,,,,,,,,,,54.06,98.61,98.50,95.89,98.96,93.97,86.87,96.85,90.33,97.82,98.34,97.07,95.12,8,14,13,14,12,13,11,11,11,15,14,13,13,
LPC 19:0/0:0,C27 H56 N O7 P,537.3792,3.56,0,4.00,0.057,40099,13,0,99.6,11.9,4,10,537.3728,537.3795,537.3796,537.3797,537.3797,537.3796,537.3797,537.3798,537.3795,537.3799,537.3801,537.3797,537.3796,4.054,4.001,4.001,4.001,3.999,3.999,3.997,3.998,4.002,4.000,3.998,3.997,3.997,2856,25167,54495,37856,65562,48810,43903,47927,29055,49751,47327,37799,30779,,,,,,,,,,,,,,57.83,99.33,99.65,98.93,98.85,98.85,99.22,98.61,96.27,97.84,98.52,99.20,98.39,4,7,8,8,8,10,8,9,6,8,8,9,9,
TG 54:6,C57 H98 O6,878.7320,2.27,0,13.61,0.012,545647,11,2,72.0,7.3,10,18,,878.7311,878.7366,878.7315,878.7320,878.7283,878.7305,878.7322,878.7318,878.7326,878.7325,878.7331,,,13.603,13.614,13.608,13.612,13.605,13.609,13.602,13.604,13.608,13.605,13.605,,,616722,703122,828782,924019,329162,523890,439415,231358,532541,557835,315282,,,,,,,,,,,,,,,,71.97,60.08,58.83,59.68,58.08,59.15,57.27,65.70,58.93,58.27,57.79,,,14,12,14,11,10,11,13,16,12,18,13,,
PC 15:0_20:4,C43 H78 N O8 P,767.5463,0.51,0,6.94,0.057,81373,13,0,97.7,7.4,3,15,767.5457,767.5469,767.5467,767.5466,767.5462,767.5463,767.5467,767.5462,767.5468,767.5463,767.5459,767.5462,767.5459,6.988,6.942,6.946,6.941,6.954,6.938,6.940,6.949,6.931,6.946,6.936,6.954,6.935,1922,61109,58496,74380,136679,76466,70574,107761,60092,110214,106947,105611,87610,,,,,,,,,,,,,,71.97,93.54,85.60,85.77,97.73,93.57,89.40,89.85,92.93,95.65,91.39,96.41,93.20,3,14,15,13,14,12,12,12,12,15,14,14,12,
LPC 20:1/0:0,C28 H56 N O7 P,549.3799,1.67,0,3.71,0.082,38298,13,0,99.3,16.5,1,11,549.3828,549.3799,549.3798,549.3795,549.3797,549.3796,549.3799,549.3793,549.3792,549.3798,549.3796,549.3793,549.3800,3.791,3.711,3.711,3.711,3.709,3.709,3.712,3.713,3.712,3.716,3.713,3.712,3.713,12227,35749,43809,40608,90762,43788,36981,37424,18588,28704,47650,40336,21258,,,,,,,,,,,,,,42.47,98.56,98.45,99.28,99.29,97.51,97.88,98.41,97.93,99.30,98.69,98.30,94.47,1,8,9,6,11,9,9,10,8,10,10,8,9,
PC 15:0_22:6,C45 H78 N O8 P,791.5473,3.05,0,6.71,0.115,49314,13,0,99.4,17.9,3,16,791.5553,791.5467,791.5466,791.5465,791.5467,791.5472,791.5463,791.5471,791.5462,791.5468,791.5464,791.5464,791.5467,6.610,6.707,6.712,6.718,6.720,6.704,6.717,6.715,6.708,6.712,6.718,6.725,6.717,3421,40351,40689,50983,77200,46336,50811,63007,33411,66578,69353,55978,42974,,,,,,,,,,,,,,37.99,96.20,99.38,97.62,95.63,88.35,97.45,96.52,96.91,95.69,96.05,97.08,98.90,3,13,14,13,16,14,13,11,13,15,13,12,14,
TG 60:12,C63 H98 O6,950.7338,2.46,0,12.67,0.108,125567,13,0,80.5,9.3,7,16,950.7351,950.7332,950.7328,950.7324,950.7344,950.7365,950.7324,950.7311,950.7385,950.7322,950.7327,950.7312,950.7371,12.726,12.643,12.643,12.643,12.730,12.745,12.644,12.676,12.666,12.637,12.706,12.695,12.665,3019,122778,154576,147840,222355,154136,71406,125063,45052,132083,154565,149329,150182,,,,,,,,,,,,,,66.34,77.30,68.79,58.51,73.83,80.49,80.29,66.61,69.26,74.58,78.32,70.60,80.37,7,15,16,14,13,11,15,14,16,16,15,16,14,
PC 18:0_20:1,C46 H90 N O8 P,815.6406,0.32,0,10.16,0.072,180856,13,0,98.5,11.4,6,13,815.6401,815.6410,815.6403,815.6404,815.6406,815.6407,815.6408,815.6405,815.6410,815.6407,815.6408,815.6407,815.6404,10.221,10.149,10.160,10.154,10.157,10.162,10.167,10.158,10.149,10.159,10.160,10.162,10.154,87859,141459,227804,165059,277692,186972,130985,227626,127087,167202,231989,213907,165489,,,,,,,,,,,,,,60.23,96.04,98.41,86.45,98.51,96.15,87.57,98.36,97.87,97.11,96.85,98.38,96.63,6,12,13,11,10,10,11,13,10,12,9,11,12,
PC 41:6,C49 H86 N O8 P,847.6100,2.65,0,8.54,0.067,64388,13,0,98.8,11.0,3,15,847.6173,847.6090,847.6098,847.6093,847.6094,847.6095,847.6094,847.6096,847.6092,847.6095,847.6097,847.6095,847.6083,8.603,8.548,8.541,8.548,8.538,8.544,8.548,8.540,8.554,8.536,8.542,8.544,8.547,3943,53238,71500,66002,79478,67515,64934,88592,48619,74626,76778,72042,69778,,,,,,,,,,,,,,61.91,97.91,92.84,98.75,95.77,96.54,97.57,97.61,98.44,96.67,97.45,96.35,82.96,3,10,11,12,15,10,13,12,13,15,14,10,9,
TG 53:2,C56 H104 O6,872.7834,1.03,0,14.35,0.171,1372415,13,0,79.7,4.3,10,14,872.7820,872.7843,872.7852,872.7838,872.7832,872.7829,872.7826,872.7844,872.7825,872.7836,872.7830,872.7831,872.7830,14.504,14.346,14.345,14.346,14.344,14.343,14.513,14.349,14.347,14.346,14.342,14.347,14.512,64545,1537841,1796555,2196196,3536195,1049487,100664,1610249,774192,1524717,2380648,1120330,149785,,,,,,,,,,,,,,72.18,76.49,71.89,77.41,78.00,75.49,69.44,72.63,69.90,72.72,72.51,79.72,74.35,12,14,12,10,12,11,12,14,13,13,12,10,13,
PC 20:3_20:4,C48 H82 N O8 P,831.5777,1.09,0,6.94,0.097,54161,13,0,98.9,13.7,4,14,831.5749,831.5785,831.5775,831.5783,831.5780,831.5779,831.5781,831.5775,831.5778,831.5779,831.5781,831.5772,831.5780,6.855,6.942,6.946,6.952,6.943,6.938,6.940,6.944,6.948,6.946,6.942,6.942,6.951,2707,51352,53704,62279,105252,45849,52846,60565,42077,52770,79797,59660,35242,,,,,,,,,,,,,,52.72,96.03,84.46,97.50,97.80,90.10,98.11,97.05,98.16,88.96,97.84,98.91,98.57,4,13,14,12,12,12,12,13,13,12,12,14,14,
TG 56:10,C59 H94 O6,898.7049,0.54,0,12.03,0.078,59390,13,0,99.4,11.0,10,18,898.7050,898.7055,898.7050,898.7052,898.7052,898.7049,898.7050,898.7053,898.7051,898.7050,898.7046,898.7035,898.7049,11.968,12.013,12.023,12.023,12.038,12.031,12.024,12.028,11.968,12.034,12.036,12.042,12.045,15047,40144,122014,29406,71192,105586,51774,59435,20192,56824,72368,50851,77244,,,,,,,,,,,,,,63.18,95.87,98.90,99.03,99.32,98.35,98.46,98.25,82.92,98.36,99.14,93.24,99.42,10,12,14,16,16,13,10,15,12,13,18,14,18,
TG 52:6,C55 H94 O6,850.7051,0.30,0,12.80,0.017,69617,12,1,99.4,2.1,10,13,,850.7046,850.7054,850.7053,850.7053,850.7050,850.7052,850.7052,850.7051,850.7049,850.7048,850.7049,850.7054,,12.799,12.799,12.805,12.802,12.801,12.800,12.804,12.805,12.816,12.807,12.813,12.810,,60143,75226,86932,201971,51007,40208,57333,23985,48163,102011,33053,55373,,,,,,,,,,,,,,,98.26,98.59,99.36,99.43,98.01,98.47,96.73,92.68,94.11,98.30,97.29,98.51,,12,13,13,12,12,12,10,12,12,13,10,12,
TG 51:3,C54 H98 O6,842.7364,0.20,0,13.83,0.031,62087,12,1,99.5,0.6,11,17,,842.7364,842.7364,842.7365,842.7364,842.7362,842.7367,842.7362,842.7366,842.7363,842.7367,842.7363,842.7366,,13.838,13.831,13.826,13.824,13.806,13.826,13.814,13.822,13.821,13.817,13.828,13.831,,55545,62236,89571,139226,39023,35046,59290,22588,68983,96101,35209,42237,,,,,,,,,,,,,,,98.21,98.98,99.21,99.53,98.48,97.59,98.81,97.82,98.71,98.72,98.61,97.92,,13,15,13,17,13,13,13,11,14,15,13,14,
TG 53:3,C56 H102 O6,870.7676,0.55,0,14.24,0.112,109038,13,0,98.7,9.8,13,18,870.7663,870.7680,870.7676,870.7678,870.7676,870.7672,870.7674,870.7674,870.7681,870.7681,870.7678,870.7674,870.7678,14.347,14.240,14.239,14.245,14.238,14.248,14.239,14.238,14.235,14.239,14.242,14.236,14.244,56870,86540,114231,148373,229347,59528,90687,123728,18166,145671,124640,144299,75419,,,,,,,,,,,,,,63.94,97.90,97.34,98.73,98.05,97.67,94.38,98.24,96.35,97.33,97.30,94.05,96.22,13,15,17,18,13,15,13,15,16,15,17,16,16,
TG 51:2,C54 H100 O6,844.7520,0.46,0,14.24,0.047,64945,13,0,98.7,0.7,11,16,844.7514,844.7523,844.7520,844.7523,844.7524,844.7511,844.7516,844.7518,844.7523,844.7519,844.7521,844.7520,844.7522,14.268,14.240,14.239,14.228,14.238,14.264,14.262,14.221,14.241,14.251,14.231,14.264,14.244,11331,75778,50934,88435,114035,25005,13214,61229,68566,103411,93170,80875,58305,,,,,,,,,,,,,,97.34,97.56,97.96,97.21,98.72,96.18,97.07,97.02,97.57,97.29,98.19,97.99,98.67,13,13,16,13,14,11,13,14,13,12,13,13,14,
TG 18:1_22:6_22:6,C65 H100 O6,976.7521,1.02,0,12.71,0.028,117902,13,0,99.5,9.7,8,19,976.7552,976.7517,976.7522,976.7524,976.7524,976.7518,976.7518,976.7515,976.7521,976.7517,976.7515,976.7511,976.7522,12.737,12.710,12.710,12.715,12.719,12.712,12.716,12.715,12.716,12.715,12.712,12.712,12.709,3028,94480,142920,106637,183195,290509,91372,114624,43687,120728,132841,94389,114323,,,,,,,,,,,,,,65.02,97.41,98.99,94.65,98.26,99.48,97.52,99.35,94.98,98.63,94.42,98.67,97.93,8,18,18,17,17,19,14,16,14,16,17,15,15,
PE 18:0_22:6,C45 H78 N O8 P,791.5484,0.93,0,8.40,0.006,3501153,12,1,87.2,5.1,11,15,,791.5483,791.5478,791.5488,791.5484,791.5476,791.5468,791.5487,791.5484,791.5487,791.5486,791.5499,791.5483,,8.396,8.397,8.395,8.393,8.396,8.392,8.395,8.397,8.394,8.392,8.394,8.397,,2750631,3797222,3144225,4554581,3294960,2885013,3703258,2983527,3577334,4260761,3493245,3569090,,,,,,,,,,,,,,,76.85,81.76,76.28,84.64,75.86,83.52,85.86,82.16,84.17,83.19,76.09,87.24,,13,14,13,15,12,15,15,12,11,15,14,12,
ACar 18:0,C25 H49 N O4,427.3664,0.58,0,3.59,0.009,37484,12,1,98.6,2.4,5,8,,427.3667,427.3663,427.3663,427.3666,427.3666,427.3659,427.3664,427.3660,427.3666,427.3666,427.3664,427.3666,,3.588,3.594,3.588,3.592,3.587,3.589,3.591,3.594,3.593,3.590,3.595,3.595,,22088,30779,22331,34942,29419,22909,57185,32101,57697,49839,52064,38459,,,,,,,,,,,,,,,91.81,96.41,92.38,95.07,97.92,93.43,96.04,94.11,98.56,96.39,97.71,98.18,,8,5,6,5,6,7,7,6,7,7,6,5,
ACar 16:1,C23 H43 N O4,397.3193,1.39,0,1.71,0.068,19389,13,0,99.5,9.8,2,7,397.3178,397.3190,397.3195,397.3192,397.3195,397.3201,397.3193,397.3198,397.3193,397.3196,397.3194,397.3194,397.3196,1.694,1.730,1.709,1.703,1.701,1.762,1.719,1.709,1.709,1.707,1.704,1.710,1.714,1961,6365,12544,10193,14785,7314,6839,45734,22366,34162,27528,33774,28493,,,,,,,,,,,,,,65.43,92.90,99.47,98.68,97.86,92.14,98.09,99.07,99.33,99.08,98.67,99.22,99.05,2,5,4,5,6,5,5,5,6,5,7,6,6,
TG 16:0_18:2_18:4,C55 H94 O6,850.7049,0.88,0,12.80,0.068,63607,13,0,99.4,13.2,5,13,850.7025,850.7046,850.7054,850.7053,850.7053,850.7050,850.7052,850.7052,850.7051,850.7049,850.7048,850.7049,850.7054,12.748,12.799,12.799,12.805,12.802,12.801,12.800,12.804,12.805,12.816,12.807,12.813,12.810,3376,60312,74090,80683,201971,51098,40208,57333,23119,45923,104584,33053,51152,,,,,,,,,,,,,,53.34,98.32,98.66,99.30,99.44,98.04,98.52,96.71,92.64,93.89,98.24,97.13,98.40,5,12,13,12,12,12,12,10,12,12,13,10,12,
TG 52:6,C55 H94 O6,850.7052,0.42,0,12.56,0.049,58090,13,0,99.8,9.8,6,14,850.7062,850.7053,850.7053,850.7053,850.7053,850.7053,850.7052,850.7050,850.7050,850.7050,850.7051,850.7046,850.7053,12.603,12.554,12.570,12.559,12.562,12.556,12.554,12.564,12.560,12.559,12.561,12.562,12.570,5912,48842,63477,101374,144609,27813,35224,52225,26462,72481,99745,32110,44905,,,,,,,,,,,,,,64.84,91.87,93.45,96.58,98.34,96.60,92.87,96.23,89.47,97.93,99.76,98.31,99.53,6,8,12,11,13,10,10,12,11,9,14,13,10,
